chainage_m,y_m,z_m,radial_distance_m,Vp_m_per_s,Vs_m_per_s,density_g_cm3,poisson_ratio,dynamic_E_index,low_velocity_anomaly_score_q,geological_zone_label
1017237.0,5.0,-3.0,5.830951894845301,4056.9,2320.5,2.505,0.307,33.9,0.4128,ahead_weak_ground_zone
1017237.0,5.0,-2.0,5.385164807134504,4003.1,2243.3,2.486,0.299,31.8,0.4427,ahead_weak_ground_zone
1017237.0,5.0,-1.0,5.0990195135927845,3975.1,2350.2,2.462,0.303,33.5,0.4583,ahead_weak_ground_zone
1017237.0,5.0,0.0,5.0,4124.2,2334.0,2.475,0.267,34.1,0.3755,ahead_weak_ground_zone
1017237.0,5.0,1.0,5.0990195135927845,3890.1,2190.5,2.454,0.335,29.9,0.5055,ahead_weak_ground_zone
1017237.0,5.0,2.0,5.385164807134504,4051.4,2229.7,2.533,0.294,32.3,0.4159,ahead_weak_ground_zone
1017237.0,5.0,3.0,5.830951894845301,4013.5,2295.8,2.48,0.307,32.9,0.437,ahead_weak_ground_zone
1017237.0,5.0,4.0,6.4031242374328485,3974.0,2260.8,2.463,0.304,31.7,0.4589,ahead_weak_ground_zone
1017237.0,5.0,5.0,7.0710678118654755,4000.1,2355.6,2.466,0.294,33.8,0.4444,ahead_weak_ground_zone
1017237.0,5.0,6.0,7.810249675906654,4253.7,2432.3,2.536,0.265,37.7,0.3035,ahead_weak_ground_zone
1017237.0,5.0,7.0,8.602325267042627,4495.7,2507.5,2.581,0.204,41.4,0.1691,background
1017237.0,5.0,8.0,9.433981132056603,4639.3,2640.2,2.48,0.192,43.6,0.0893,background
1017237.0,6.0,-8.0,10.0,4974.2,2842.5,2.515,0.186,51.1,0.0,background
1017237.0,6.0,-7.0,9.219544457292887,4687.7,2614.9,2.56,0.183,44.6,0.0624,background
1017237.0,6.0,-6.0,8.48528137423857,4471.3,2539.7,2.514,0.232,40.9,0.1826,background
1017237.0,6.0,-5.0,7.810249675906654,4014.8,2220.8,2.474,0.326,31.2,0.4362,ahead_weak_ground_zone
1017237.0,6.0,-4.0,7.211102550927978,4119.3,2338.0,2.481,0.289,34.2,0.3782,ahead_weak_ground_zone
1017237.0,6.0,-3.0,6.708203932499369,4036.9,2258.3,2.499,0.285,32.4,0.424,ahead_weak_ground_zone
1017237.0,6.0,-2.0,6.324555320336759,3779.2,2092.1,2.385,0.35,26.7,0.5671,ahead_weak_ground_zone
1017237.0,6.0,-1.0,6.082762530298219,3809.9,2207.9,2.478,0.323,30.1,0.55,ahead_weak_ground_zone
1017237.0,6.0,0.0,6.0,4053.9,2320.8,2.506,0.292,33.9,0.4145,ahead_weak_ground_zone
1017237.0,6.0,1.0,6.082762530298219,3911.1,2256.0,2.436,0.298,31.0,0.4938,ahead_weak_ground_zone
1017237.0,6.0,2.0,6.324555320336759,3825.0,2166.9,2.495,0.352,29.6,0.5417,ahead_weak_ground_zone
1017237.0,6.0,3.0,6.708203932499369,3961.8,2266.7,2.471,0.315,31.9,0.4657,ahead_weak_ground_zone
1017237.0,6.0,4.0,7.211102550927978,3835.7,2201.5,2.465,0.329,30.0,0.5357,ahead_weak_ground_zone
1017237.0,6.0,5.0,7.810249675906654,4175.0,2381.0,2.469,0.261,35.2,0.3472,ahead_weak_ground_zone
1017237.0,6.0,6.0,8.48528137423857,4287.6,2429.7,2.512,0.27,37.5,0.2847,background
1017237.0,6.0,7.0,9.219544457292887,4696.1,2683.7,2.525,0.19,45.7,0.0577,background
1017237.0,6.0,8.0,10.0,4780.9,2797.5,2.551,0.188,49.5,0.0106,background
1017237.0,7.0,-7.0,9.899494936611665,4813.2,2708.8,2.518,0.189,46.9,0.0,background
1017237.0,7.0,-6.0,9.219544457292887,4598.8,2712.6,2.565,0.206,46.6,0.1118,background
1017237.0,7.0,-5.0,8.602325267042627,4465.2,2486.5,2.542,0.218,40.1,0.186,background
1017237.0,7.0,-4.0,8.06225774829855,4264.0,2425.2,2.476,0.261,36.7,0.2978,ahead_weak_ground_zone
1017237.0,7.0,-3.0,7.615773105863909,4143.9,2404.5,2.493,0.3,35.9,0.3645,ahead_weak_ground_zone
1017237.0,7.0,-2.0,7.280109889280518,4228.7,2419.7,2.5,0.254,36.8,0.3174,ahead_weak_ground_zone
1017237.0,7.0,-1.0,7.0710678118654755,3885.2,2142.3,2.513,0.316,29.6,0.5082,ahead_weak_ground_zone
1017237.0,7.0,0.0,7.0,3997.7,2186.1,2.521,0.304,31.0,0.4457,ahead_weak_ground_zone
1017237.0,7.0,1.0,7.0710678118654755,3864.2,2171.8,2.427,0.329,29.1,0.5199,ahead_weak_ground_zone
1017237.0,7.0,2.0,7.280109889280518,3935.9,2290.3,2.537,0.295,33.1,0.4801,ahead_weak_ground_zone
1017237.0,7.0,3.0,7.615773105863909,4152.2,2346.8,2.463,0.27,34.3,0.3599,ahead_weak_ground_zone
1017237.0,7.0,4.0,8.06225774829855,4422.0,2563.8,2.533,0.228,41.5,0.21,ahead_weak_ground_zone
1017237.0,7.0,5.0,8.602325267042627,4314.6,2438.1,2.499,0.251,37.6,0.2697,background
1017237.0,7.0,6.0,9.219544457292887,4595.5,2615.9,2.503,0.205,43.2,0.1136,background
1017237.0,7.0,7.0,9.899494936611665,4714.5,2666.8,2.579,0.193,46.4,0.0475,background
1017237.0,8.0,-6.0,10.0,5050.6,2866.6,2.527,0.18,52.4,0.0,background
1017237.0,8.0,-5.0,9.433981132056603,4663.7,2707.1,2.508,0.176,45.8,0.0757,background
1017237.0,8.0,-4.0,8.94427190999916,4799.3,2742.2,2.595,0.196,49.1,0.0004,background
1017237.0,8.0,-3.0,8.54400374531753,4513.8,2549.8,2.51,0.21,41.3,0.159,background
1017237.0,8.0,-2.0,8.246211251235321,4189.5,2409.6,2.456,0.253,35.7,0.3392,background
1017237.0,8.0,-1.0,8.06225774829855,4266.7,2402.7,2.555,0.255,37.4,0.2963,ahead_weak_ground_zone
1017237.0,8.0,0.0,8.0,4277.8,2409.2,2.543,0.243,37.4,0.2901,ahead_weak_ground_zone
1017237.0,8.0,1.0,8.06225774829855,4128.3,2364.7,2.444,0.255,34.3,0.3731,ahead_weak_ground_zone
1017237.0,8.0,2.0,8.246211251235321,4207.7,2362.4,2.501,0.277,35.4,0.3291,background
1017237.0,8.0,3.0,8.54400374531753,4366.1,2495.9,2.551,0.221,40.0,0.241,background
1017237.0,8.0,4.0,8.94427190999916,4748.7,2660.2,2.544,0.185,45.8,0.0285,background
1017237.0,8.0,5.0,9.433981132056603,4495.7,2596.0,2.534,0.239,42.7,0.1691,background
1017237.0,8.0,6.0,10.0,4588.5,2650.7,2.487,0.185,43.7,0.1175,background
1017237.0,9.0,-4.0,9.848857801796104,4856.7,2781.8,2.572,0.177,50.0,0.0,background
1017237.0,9.0,-3.0,9.486832980505138,4472.5,2503.9,2.515,0.213,40.1,0.1819,background
1017237.0,9.0,-2.0,9.219544457292887,4505.4,2518.7,2.54,0.216,41.0,0.1636,background
1017237.0,9.0,-1.0,9.055385138137417,4750.0,2773.9,2.484,0.182,47.4,0.0278,background
1017237.0,9.0,0.0,9.0,4618.9,2645.4,2.542,0.201,44.7,0.1006,background
1017237.0,9.0,1.0,9.055385138137417,4878.6,2836.6,2.545,0.186,51.0,0.0,background
1017237.0,9.0,2.0,9.219544457292887,4598.0,2601.0,2.537,0.21,43.4,0.1122,background
1017237.0,9.0,3.0,9.486832980505138,4756.9,2755.2,2.537,0.185,48.1,0.0239,background
1017237.0,9.0,4.0,9.848857801796104,4792.2,2744.1,2.563,0.189,48.5,0.0043,background
1017237.0,10.0,0.0,10.0,5020.6,2822.7,2.52,0.195,51.0,0.0,background
1017238.0,-10.0,0.0,10.0,4929.2,2926.0,2.573,0.2,54.1,0.0,background
1017238.0,-9.0,-4.0,9.848857801796104,4752.1,2737.6,2.542,0.17,47.7,0.0266,background
1017238.0,-9.0,-3.0,9.486832980505138,4713.3,2637.3,2.524,0.2,44.7,0.0482,background
1017238.0,-9.0,-2.0,9.219544457292887,4638.4,2690.5,2.545,0.197,45.9,0.0898,background
1017238.0,-9.0,-1.0,9.055385138137417,4770.8,2719.1,2.537,0.197,47.2,0.0162,background
1017238.0,-9.0,0.0,9.0,4589.7,2634.4,2.525,0.189,44.0,0.1168,background
1017238.0,-9.0,1.0,9.055385138137417,4505.0,2598.6,2.535,0.225,42.8,0.1639,background
1017238.0,-9.0,2.0,9.219544457292887,4623.2,2631.0,2.553,0.2,44.6,0.0982,background
1017238.0,-9.0,3.0,9.486832980505138,4734.5,2770.9,2.515,0.186,47.9,0.0364,background
1017238.0,-9.0,4.0,9.848857801796104,4801.8,2705.8,2.544,0.188,47.2,0.0,background
1017238.0,-8.0,-6.0,10.0,4838.3,2772.4,2.527,0.214,48.8,0.0,background
1017238.0,-8.0,-5.0,9.433981132056603,4708.3,2695.7,2.572,0.174,47.0,0.051,background
1017238.0,-8.0,-4.0,8.94427190999916,4540.6,2534.4,2.483,0.206,40.6,0.1441,background
1017238.0,-8.0,-3.0,8.54400374531753,4694.2,2687.7,2.569,0.205,46.6,0.0588,background
1017238.0,-8.0,-2.0,8.246211251235321,4379.7,2521.8,2.536,0.25,40.4,0.2335,background
1017238.0,-8.0,-1.0,8.06225774829855,4148.4,2411.0,2.46,0.281,35.6,0.362,ahead_weak_ground_zone
1017238.0,-8.0,0.0,8.0,4297.3,2446.6,2.552,0.261,38.5,0.2793,ahead_weak_ground_zone
1017238.0,-8.0,1.0,8.06225774829855,4296.4,2426.8,2.454,0.255,36.6,0.2798,ahead_weak_ground_zone
1017238.0,-8.0,2.0,8.246211251235321,4220.5,2354.6,2.46,0.269,34.8,0.3219,background
1017238.0,-8.0,3.0,8.54400374531753,4423.4,2519.8,2.504,0.205,40.1,0.2092,background
1017238.0,-8.0,4.0,8.94427190999916,4453.3,2610.2,2.495,0.229,42.1,0.1926,background
1017238.0,-8.0,5.0,9.433981132056603,4808.0,2785.2,2.536,0.191,49.1,0.0,background
1017238.0,-8.0,6.0,10.0,4955.8,2906.7,2.533,0.172,53.0,0.0,background
1017238.0,-7.0,-7.0,9.899494936611665,4983.4,2932.6,2.597,0.178,55.2,0.0,background
1017238.0,-7.0,-6.0,9.219544457292887,4655.2,2655.4,2.487,0.199,44.2,0.0805,background
1017238.0,-7.0,-5.0,8.602325267042627,4556.8,2625.3,2.506,0.214,43.2,0.1351,background
1017238.0,-7.0,-4.0,8.06225774829855,4193.5,2397.7,2.49,0.259,36.0,0.3369,ahead_weak_ground_zone
1017238.0,-7.0,-3.0,7.615773105863909,3997.1,2258.9,2.412,0.302,31.2,0.4461,ahead_weak_ground_zone
1017238.0,-7.0,-2.0,7.280109889280518,3935.0,2271.2,2.472,0.328,31.9,0.4805,ahead_weak_ground_zone
1017238.0,-7.0,-1.0,7.0710678118654755,4132.5,2322.6,2.489,0.275,34.1,0.3709,ahead_weak_ground_zone
1017238.0,-7.0,0.0,7.0,4096.9,2266.2,2.524,0.293,33.2,0.3906,ahead_weak_ground_zone
1017238.0,-7.0,1.0,7.0710678118654755,4154.8,2312.7,2.498,0.283,34.1,0.3585,ahead_weak_ground_zone
1017238.0,-7.0,2.0,7.280109889280518,3937.6,2316.6,2.463,0.327,32.7,0.4791,ahead_weak_ground_zone
1017238.0,-7.0,3.0,7.615773105863909,4104.2,2427.4,2.472,0.289,35.9,0.3865,ahead_weak_ground_zone
1017238.0,-7.0,4.0,8.06225774829855,4355.0,2506.6,2.478,0.252,39.0,0.2472,ahead_weak_ground_zone
1017238.0,-7.0,5.0,8.602325267042627,4425.8,2583.3,2.511,0.249,41.6,0.2079,background
1017238.0,-7.0,6.0,9.219544457292887,4649.3,2684.6,2.583,0.175,46.5,0.0837,background
1017238.0,-7.0,7.0,9.899494936611665,4866.6,2868.3,2.567,0.185,52.1,0.0,background
1017238.0,-6.0,-8.0,10.0,4928.4,2836.7,2.577,0.201,51.9,0.0,background
1017238.0,-6.0,-7.0,9.219544457292887,4761.8,2775.5,2.493,0.203,47.7,0.0212,background
1017238.0,-6.0,-6.0,8.48528137423857,4507.9,2508.0,2.543,0.217,40.8,0.1623,background
1017238.0,-6.0,-5.0,7.810249675906654,3970.1,2209.6,2.454,0.287,30.6,0.461,ahead_weak_ground_zone
1017238.0,-6.0,-4.0,7.211102550927978,4103.1,2314.1,2.491,0.302,33.8,0.3872,ahead_weak_ground_zone
1017238.0,-6.0,-3.0,6.708203932499369,3973.8,2243.1,2.522,0.31,32.1,0.459,ahead_weak_ground_zone
1017238.0,-6.0,-2.0,6.324555320336759,3875.5,2227.7,2.447,0.316,30.4,0.5136,ahead_weak_ground_zone
1017238.0,-6.0,-1.0,6.082762530298219,4044.1,2311.1,2.477,0.298,33.3,0.4199,ahead_weak_ground_zone
1017238.0,-6.0,0.0,6.0,3847.8,2186.1,2.499,0.329,30.1,0.529,ahead_weak_ground_zone
1017238.0,-6.0,1.0,6.082762530298219,3872.5,2190.4,2.402,0.328,29.1,0.5153,ahead_weak_ground_zone
1017238.0,-6.0,2.0,6.324555320336759,3798.8,2205.4,2.464,0.333,29.9,0.5562,ahead_weak_ground_zone
1017238.0,-6.0,3.0,6.708203932499369,3999.8,2262.2,2.502,0.291,32.4,0.4445,ahead_weak_ground_zone
1017238.0,-6.0,4.0,7.211102550927978,4081.7,2352.8,2.482,0.286,34.4,0.3991,ahead_weak_ground_zone
1017238.0,-6.0,5.0,7.810249675906654,4002.9,2257.9,2.462,0.296,31.8,0.4428,ahead_weak_ground_zone
1017238.0,-6.0,6.0,8.48528137423857,4433.5,2516.8,2.563,0.24,41.0,0.2036,background
1017238.0,-6.0,7.0,9.219544457292887,4754.6,2689.3,2.512,0.201,46.0,0.0252,background
1017238.0,-6.0,8.0,10.0,4979.6,2910.1,2.584,0.203,54.3,0.0,background
1017238.0,-5.0,-8.0,9.433981132056603,4888.4,2742.1,2.58,0.184,49.3,0.0,background
1017238.0,-5.0,-7.0,8.602325267042627,4462.5,2507.4,2.532,0.221,40.4,0.1875,background
1017238.0,-5.0,-6.0,7.810249675906654,4175.0,2329.6,2.519,0.273,34.8,0.3472,ahead_weak_ground_zone
1017238.0,-5.0,-5.0,7.0710678118654755,3977.9,2281.9,2.516,0.309,32.9,0.4567,ahead_weak_ground_zone
1017238.0,-5.0,-4.0,6.4031242374328485,4094.8,2385.4,2.492,0.275,35.3,0.3918,ahead_weak_ground_zone
1017238.0,-5.0,-3.0,5.830951894845301,4022.5,2329.2,2.464,0.296,33.4,0.4319,ahead_weak_ground_zone
1017238.0,-5.0,-2.0,5.385164807134504,4001.5,2347.8,2.522,0.303,34.4,0.4436,ahead_weak_ground_zone
1017238.0,-5.0,-1.0,5.0990195135927845,4016.5,2282.2,2.445,0.307,32.1,0.4353,ahead_weak_ground_zone
1017238.0,-5.0,0.0,5.0,3888.5,2180.0,2.432,0.327,29.4,0.5064,ahead_weak_ground_zone
1017238.0,-5.0,1.0,5.0990195135927845,4078.9,2330.8,2.445,0.283,33.4,0.4006,ahead_weak_ground_zone
1017238.0,-5.0,2.0,5.385164807134504,4003.6,2253.6,2.497,0.308,32.2,0.4425,ahead_weak_ground_zone
1017238.0,-5.0,3.0,5.830951894845301,3983.1,2253.8,2.469,0.3,31.7,0.4539,ahead_weak_ground_zone
1017238.0,-5.0,4.0,6.4031242374328485,3885.6,2170.8,2.435,0.333,29.2,0.508,ahead_weak_ground_zone
1017238.0,-5.0,5.0,7.0710678118654755,4018.6,2245.1,2.484,0.302,31.9,0.4341,ahead_weak_ground_zone
1017238.0,-5.0,6.0,7.810249675906654,4230.9,2426.3,2.53,0.246,37.4,0.3162,ahead_weak_ground_zone
1017238.0,-5.0,7.0,8.602325267042627,4259.5,2407.5,2.513,0.252,36.9,0.3003,background
1017238.0,-5.0,8.0,9.433981132056603,4482.0,2567.2,2.467,0.236,40.8,0.1767,background
1017238.0,-4.0,-9.0,9.848857801796104,4781.5,2704.7,2.534,0.213,46.9,0.0103,background
1017238.0,-4.0,-8.0,8.94427190999916,4768.7,2775.4,2.545,0.19,48.8,0.0174,background
1017238.0,-4.0,-7.0,8.06225774829855,4307.5,2470.4,2.524,0.257,38.7,0.2736,ahead_weak_ground_zone
1017238.0,-4.0,-6.0,7.211102550927978,3936.1,2257.3,2.485,0.305,31.8,0.48,ahead_weak_ground_zone
1017238.0,-4.0,-5.0,6.4031242374328485,3820.3,2174.9,2.466,0.352,29.4,0.5443,ahead_weak_ground_zone
1017238.0,-4.0,-4.0,5.656854249492381,4028.4,2278.6,2.478,0.305,32.5,0.4287,ahead_weak_ground_zone
1017238.0,-4.0,-3.0,5.0,4058.8,2324.9,2.463,0.293,33.4,0.4118,ahead_weak_ground_zone
1017238.0,-4.0,-2.0,4.47213595499958,4224.1,2433.3,2.445,0.261,36.2,0.32,ahead_weak_ground_zone
1017238.0,-4.0,-1.0,4.123105625617661,4255.9,2454.6,2.535,0.249,38.2,0.3023,background
1017238.0,-4.0,0.0,4.0,4429.5,2530.7,2.516,0.25,40.5,0.2058,background
1017238.0,-4.0,1.0,4.123105625617661,4266.7,2477.8,2.506,0.273,38.3,0.2963,background
1017238.0,-4.0,2.0,4.47213595499958,4172.6,2428.8,2.465,0.295,36.2,0.3485,ahead_weak_ground_zone
1017238.0,-4.0,3.0,5.0,4160.0,2363.2,2.488,0.285,35.1,0.3556,ahead_weak_ground_zone
1017238.0,-4.0,4.0,5.656854249492381,3991.1,2262.5,2.495,0.305,32.3,0.4494,ahead_weak_ground_zone
1017238.0,-4.0,5.0,6.4031242374328485,3889.5,2214.7,2.487,0.309,30.7,0.5058,ahead_weak_ground_zone
1017238.0,-4.0,6.0,7.211102550927978,4102.9,2345.6,2.496,0.285,34.5,0.3873,ahead_weak_ground_zone
1017238.0,-4.0,7.0,8.06225774829855,4381.1,2508.9,2.453,0.243,38.8,0.2327,ahead_weak_ground_zone
1017238.0,-4.0,8.0,8.94427190999916,4600.1,2618.8,2.547,0.192,44.0,0.1111,background
1017238.0,-4.0,9.0,9.848857801796104,4886.4,2817.1,2.58,0.187,51.2,0.0,background
1017238.0,-3.0,-9.0,9.486832980505138,4588.2,2634.0,2.534,0.216,44.1,0.1177,background
1017238.0,-3.0,-8.0,8.54400374531753,4426.4,2516.4,2.531,0.247,40.4,0.2076,background
1017238.0,-3.0,-7.0,7.615773105863909,4311.9,2506.2,2.464,0.241,38.5,0.2711,ahead_weak_ground_zone
1017238.0,-3.0,-6.0,6.708203932499369,3844.9,2217.8,2.468,0.314,30.4,0.5306,ahead_weak_ground_zone
1017238.0,-3.0,-5.0,5.830951894845301,3865.2,2274.5,2.418,0.324,30.9,0.5193,ahead_weak_ground_zone
1017238.0,-3.0,-4.0,5.0,4036.4,2329.8,2.494,0.303,33.9,0.4242,ahead_weak_ground_zone
1017238.0,-3.0,-3.0,4.242640687119285,4254.5,2401.9,2.484,0.257,36.3,0.303,ahead_weak_ground_zone
1017238.0,-3.0,3.0,4.242640687119285,4255.6,2441.5,2.52,0.252,37.7,0.3024,ahead_weak_ground_zone
1017238.0,-3.0,4.0,5.0,4206.6,2365.7,2.437,0.275,34.6,0.3297,ahead_weak_ground_zone
1017238.0,-3.0,5.0,5.830951894845301,3816.4,2102.2,2.468,0.342,28.0,0.5464,ahead_weak_ground_zone
1017238.0,-3.0,6.0,6.708203932499369,3869.3,2240.7,2.46,0.335,30.8,0.5171,ahead_weak_ground_zone
1017238.0,-3.0,7.0,7.615773105863909,4242.8,2404.7,2.483,0.289,36.3,0.3095,ahead_weak_ground_zone
1017238.0,-3.0,8.0,8.54400374531753,4439.4,2492.2,2.49,0.236,39.3,0.2003,background
1017238.0,-3.0,9.0,9.486832980505138,4666.6,2625.9,2.541,0.199,44.4,0.0741,background
1017238.0,-2.0,-9.0,9.219544457292887,4800.0,2711.6,2.563,0.185,47.7,0.0,background
1017238.0,-2.0,-8.0,8.246211251235321,4412.5,2466.0,2.514,0.226,38.9,0.2153,background
1017238.0,-2.0,-7.0,7.280109889280518,4020.6,2294.9,2.481,0.29,32.9,0.433,ahead_weak_ground_zone
1017238.0,-2.0,-6.0,6.324555320336759,3847.2,2261.9,2.502,0.333,31.6,0.5294,ahead_weak_ground_zone
1017238.0,-2.0,-5.0,5.385164807134504,4063.6,2268.7,2.429,0.298,31.8,0.4091,ahead_weak_ground_zone
1017238.0,-2.0,-4.0,4.47213595499958,4278.5,2406.0,2.484,0.282,36.5,0.2897,ahead_weak_ground_zone
1017238.0,-2.0,4.0,4.47213595499958,4245.5,2475.6,2.544,0.259,38.7,0.3081,ahead_weak_ground_zone
1017238.0,-2.0,5.0,5.385164807134504,4126.1,2370.4,2.499,0.3,35.2,0.3744,ahead_weak_ground_zone
1017238.0,-2.0,6.0,6.324555320336759,4018.0,2302.5,2.435,0.292,32.4,0.4344,ahead_weak_ground_zone
1017238.0,-2.0,7.0,7.280109889280518,4232.7,2459.1,2.504,0.239,37.7,0.3152,ahead_weak_ground_zone
1017238.0,-2.0,8.0,8.246211251235321,4186.3,2342.6,2.496,0.276,34.8,0.3409,background
1017238.0,-2.0,9.0,9.219544457292887,4525.3,2585.7,2.543,0.204,42.8,0.1526,background
1017238.0,-1.0,-9.0,9.055385138137417,4656.6,2627.6,2.533,0.207,44.3,0.0797,background
1017238.0,-1.0,-8.0,8.06225774829855,4258.5,2449.6,2.479,0.243,37.3,0.3008,ahead_weak_ground_zone
1017238.0,-1.0,-7.0,7.0710678118654755,3917.3,2179.9,2.453,0.326,29.7,0.4904,ahead_weak_ground_zone
1017238.0,-1.0,-6.0,6.082762530298219,3837.4,2200.9,2.455,0.319,29.9,0.5348,ahead_weak_ground_zone
1017238.0,-1.0,-5.0,5.0990195135927845,4114.9,2383.5,2.454,0.278,34.8,0.3806,ahead_weak_ground_zone
1017238.0,-1.0,-4.0,4.123105625617661,4523.1,2627.0,2.539,0.217,43.6,0.1538,background
1017238.0,-1.0,4.0,4.123105625617661,4327.8,2366.8,2.458,0.237,35.4,0.2623,background
1017238.0,-1.0,5.0,5.0990195135927845,4028.8,2300.5,2.51,0.298,33.4,0.4285,ahead_weak_ground_zone
1017238.0,-1.0,6.0,6.082762530298219,3826.3,2229.2,2.457,0.327,30.4,0.5409,ahead_weak_ground_zone
1017238.0,-1.0,7.0,7.0710678118654755,3986.5,2331.1,2.519,0.323,34.0,0.4519,ahead_weak_ground_zone
1017238.0,-1.0,8.0,8.06225774829855,4220.7,2382.9,2.438,0.263,35.1,0.3218,ahead_weak_ground_zone
1017238.0,-1.0,9.0,9.055385138137417,4676.2,2694.2,2.526,0.19,45.9,0.0688,background
1017238.0,0.0,-10.0,10.0,4774.2,2773.2,2.52,0.196,48.3,0.0143,background
1017238.0,0.0,-9.0,9.0,4539.3,2580.1,2.529,0.194,42.5,0.1449,background
1017238.0,0.0,-8.0,8.0,4420.5,2585.4,2.572,0.226,42.6,0.2108,ahead_weak_ground_zone
1017238.0,0.0,-7.0,7.0,3917.5,2273.5,2.466,0.326,31.8,0.4903,ahead_weak_ground_zone
1017238.0,0.0,-6.0,6.0,3999.3,2274.3,2.48,0.306,32.3,0.4448,ahead_weak_ground_zone
1017238.0,0.0,-5.0,5.0,3939.0,2284.9,2.464,0.312,32.1,0.4783,ahead_weak_ground_zone
1017238.0,0.0,-4.0,4.0,4371.5,2452.3,2.538,0.231,38.8,0.2381,background
1017238.0,0.0,4.0,4.0,4345.5,2440.0,2.522,0.243,38.1,0.2525,background
1017238.0,0.0,5.0,5.0,4069.7,2369.2,2.494,0.296,34.8,0.4057,ahead_weak_ground_zone
1017238.0,0.0,6.0,6.0,3872.0,2145.8,2.498,0.323,29.4,0.5155,ahead_weak_ground_zone
1017238.0,0.0,7.0,7.0,3809.3,2240.6,2.487,0.331,30.8,0.5504,ahead_weak_ground_zone
1017238.0,0.0,8.0,8.0,4220.1,2465.4,2.453,0.273,37.0,0.3222,ahead_weak_ground_zone
1017238.0,0.0,9.0,9.0,4745.9,2707.5,2.525,0.174,46.6,0.0301,background
1017238.0,0.0,10.0,10.0,4778.5,2730.7,2.545,0.19,47.7,0.0119,background
1017238.0,1.0,-9.0,9.055385138137417,4557.7,2636.6,2.533,0.201,44.0,0.1346,background
1017238.0,1.0,-8.0,8.06225774829855,4342.8,2471.5,2.465,0.261,38.0,0.254,ahead_weak_ground_zone
1017238.0,1.0,-7.0,7.0710678118654755,3805.1,2199.5,2.456,0.336,29.7,0.5527,ahead_weak_ground_zone
1017238.0,1.0,-6.0,6.082762530298219,3807.8,2244.3,2.444,0.328,30.4,0.5512,ahead_weak_ground_zone
1017238.0,1.0,-5.0,5.0990195135927845,4221.4,2351.8,2.435,0.269,34.3,0.3215,ahead_weak_ground_zone
1017238.0,1.0,-4.0,4.123105625617661,4386.4,2474.3,2.504,0.232,38.8,0.2298,background
1017238.0,1.0,4.0,4.123105625617661,4249.4,2448.5,2.467,0.271,37.0,0.3059,background
1017238.0,1.0,5.0,5.0990195135927845,4006.1,2239.8,2.489,0.306,31.8,0.4411,ahead_weak_ground_zone
1017238.0,1.0,6.0,6.082762530298219,3749.8,2111.1,2.461,0.333,27.8,0.5835,ahead_weak_ground_zone
1017238.0,1.0,7.0,7.0710678118654755,3984.6,2296.4,2.447,0.305,32.3,0.453,ahead_weak_ground_zone
1017238.0,1.0,8.0,8.06225774829855,4174.8,2407.2,2.511,0.268,36.4,0.3473,ahead_weak_ground_zone
1017238.0,1.0,9.0,9.055385138137417,4585.8,2645.6,2.508,0.231,43.9,0.119,background
1017238.0,2.0,-9.0,9.219544457292887,4512.2,2638.1,2.543,0.222,43.9,0.1599,background
1017238.0,2.0,-8.0,8.246211251235321,4413.0,2561.4,2.488,0.234,40.7,0.215,background
1017238.0,2.0,-7.0,7.280109889280518,4010.5,2292.8,2.481,0.301,32.8,0.4386,ahead_weak_ground_zone
1017238.0,2.0,-6.0,6.324555320336759,3949.6,2271.7,2.487,0.312,32.2,0.4724,ahead_weak_ground_zone
1017238.0,2.0,-5.0,5.385164807134504,3929.8,2225.3,2.453,0.307,30.7,0.4835,ahead_weak_ground_zone
1017238.0,2.0,-4.0,4.47213595499958,4172.8,2315.7,2.472,0.276,33.9,0.3484,ahead_weak_ground_zone
1017238.0,2.0,4.0,4.47213595499958,4179.8,2360.0,2.477,0.273,34.9,0.3446,ahead_weak_ground_zone
1017238.0,2.0,5.0,5.385164807134504,4106.7,2318.8,2.504,0.27,34.1,0.3852,ahead_weak_ground_zone
1017238.0,2.0,6.0,6.324555320336759,3885.9,2272.2,2.422,0.324,31.0,0.5079,ahead_weak_ground_zone
1017238.0,2.0,7.0,7.280109889280518,4038.1,2294.0,2.449,0.3,32.5,0.4233,ahead_weak_ground_zone
1017238.0,2.0,8.0,8.246211251235321,4321.5,2478.6,2.515,0.232,38.8,0.2658,background
1017238.0,2.0,9.0,9.219544457292887,4674.6,2649.8,2.541,0.204,45.1,0.0697,background
1017238.0,3.0,-9.0,9.486832980505138,4882.4,2771.5,2.549,0.195,49.4,0.0,background
1017238.0,3.0,-8.0,8.54400374531753,4335.7,2494.5,2.515,0.241,39.2,0.258,background
1017238.0,3.0,-7.0,7.615773105863909,4153.5,2323.3,2.512,0.277,34.5,0.3592,ahead_weak_ground_zone
1017238.0,3.0,-6.0,6.708203932499369,4089.9,2314.4,2.476,0.277,33.5,0.3945,ahead_weak_ground_zone
1017238.0,3.0,-5.0,5.830951894845301,4048.3,2336.5,2.473,0.294,33.8,0.4176,ahead_weak_ground_zone
1017238.0,3.0,-4.0,5.0,3966.7,2212.8,2.523,0.31,31.5,0.463,ahead_weak_ground_zone
1017238.0,3.0,-3.0,4.242640687119285,4162.3,2357.9,2.464,0.285,34.6,0.3543,ahead_weak_ground_zone
